"","household_key","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DAY","STORE_ID","RETAIL_DISC","TRANS_TIME","WEEK_NO","COUPON_DISC","COUPON_MATCH_DISC","TotalValue","TRANS_TIME_Cat"
"571",1814,6,3,9,1,3,2,0,705,406,0,1935,101,0,0,4107.84999999997,"evening"
"572",1815,4,3,3,5,3,2,0,708,323,-1.85,1820,102,0,0,4405.46999999998,"evening"
"573",1816,1,2,1,4,2,5,3,708,432,0,1342,102,0,0,3869.50999999998,"evening"
"574",1820,4,1,9,1,3,2,0,661,321,-0.79,1622,95,0,0,4208.07999999998,"evening"
"575",1822,5,3,4,5,3,2,0,711,364,0,1454,102,0,0,3516.43999999998,"evening"
"576",1823,4,1,6,1,3,2,0,711,402,0,1703,102,0,0,12268.85,"evening"
"577",1829,6,1,6,1,4,2,0,710,445,0,1133,102,0,0,6618.54999999992,"morning"
"578",1831,5,3,6,1,5,1,0,701,343,-0.49,2207,101,0,0,5562.05999999995,"evening"
"579",1833,2,3,3,1,1,5,3,711,298,-6.47,939,102,0,0,2991.80999999999,"morning"
"580",1834,4,3,8,1,6,5,3,659,327,-2.29,929,95,0,0,3769.49999999998,"morning"
"581",1841,4,2,4,1,3,2,0,701,293,-2.3,1346,101,0,0,2401.78,"evening"
"582",1844,4,1,12,1,3,2,0,708,34280,0,1240,102,0,0,1523.8,"evening"
"583",1845,4,3,10,5,2,3,1,711,406,-1.49,2227,102,0,0,12647.6099999999,"evening"
"584",1847,4,3,10,5,4,1,0,709,432,0,1113,102,0,0,2678.71,"morning"
"585",1848,4,1,6,1,6,3,1,706,406,-2.98,1502,102,0,0,10848.1099999998,"evening"
"586",1850,6,1,6,1,4,2,0,706,429,-0.01,1934,102,0,0,6882.10999999992,"evening"
"587",1858,2,2,9,1,4,1,0,703,391,0,1720,101,0,0,2860.06999999999,"evening"
"588",1861,2,3,2,1,2,4,2,711,297,0,2142,102,0,0,1868.45000000001,"evening"
"589",1864,4,3,8,1,1,5,3,710,316,0,1332,102,0,0,16941.5799999999,"evening"
"590",1865,4,3,5,1,6,1,0,707,411,-0.5,1703,102,0,0,6651.92999999992,"evening"
"591",1869,1,1,4,4,3,2,0,711,445,0,2114,102,0,0,3630.61999999998,"evening"
"592",1873,3,3,2,5,5,1,0,707,320,-0.4,2015,102,0,0,5686.81999999999,"evening"
"593",1879,6,1,4,5,5,2,0,708,315,0,1101,102,0,0,4861.94999999995,"morning"
"594",1892,3,1,4,1,2,3,1,711,380,-1.84,1317,102,0,0,5532.20999999999,"evening"
"595",1894,3,1,7,1,3,2,0,658,389,0,1939,95,0,0,2335.47,"evening"
"596",1896,4,1,5,1,3,2,0,710,411,-1.99,1827,102,0,0,3378.33999999999,"evening"
"597",1899,2,1,3,1,2,3,1,705,31782,-0.08,957,101,0,0,11276.7999999999,"morning"
"598",1901,4,3,4,1,2,3,1,711,319,0,1729,102,0,0,11462.2399999999,"evening"
"599",1907,2,2,5,5,5,1,0,711,31762,-3.6,1522,102,0,0,8939.49999999992,"evening"
"600",1911,3,1,5,5,5,2,0,704,31401,-1.1,2145,101,0,0,1601.27,"evening"
"601",1914,5,2,6,1,4,1,0,711,448,0,1145,102,0,0,4075.94999999996,"morning"
"602",1917,6,3,2,5,4,1,0,711,32004,-2,1549,102,0,0,6787.99999999991,"evening"
"603",1919,3,1,4,1,1,5,3,710,384,0,1925,102,0,0,4154.94999999999,"evening"
"604",1920,5,1,5,1,3,2,0,711,299,0,1744,102,0,0,1927.74,"evening"
"605",1921,3,1,4,1,3,2,0,647,358,-1.26,1046,93,0,0,1460.12,"morning"
"606",1923,1,2,4,4,4,1,0,706,448,0,1932,102,0,0,4870.30999999997,"evening"
"607",1926,2,3,4,1,3,2,0,701,372,-1.14,1402,101,0,0,2145.71,"evening"
"608",1927,1,3,1,5,6,1,0,691,381,-2.47,1319,99,0,0,5097.27999999997,"evening"
"609",1928,3,2,6,1,2,3,1,709,447,0,1528,102,0,0,2328.37,"evening"
"610",1929,3,2,3,1,5,1,0,705,441,0,1833,101,0,0,4395.82999999998,"evening"
"611",1931,4,3,5,1,6,1,0,683,313,-0.61,1555,98,0,0,2211.08,"evening"
"612",1935,5,1,9,1,3,2,0,711,367,0,1337,102,0,0,12371.26,"evening"
"613",1937,4,1,5,1,3,2,0,704,367,0,1813,101,0,0,6742.43999999992,"evening"
"614",1939,3,1,5,1,3,2,0,706,408,0,1719,102,0,0,3784.61999999998,"evening"
"615",1944,2,3,8,1,2,4,2,705,34280,0,1033,101,0,0,10942.8799999999,"morning"
"616",1946,2,3,6,5,5,1,0,699,400,0,1616,101,0,0,3312.45999999999,"evening"
"617",1948,3,3,5,1,4,1,0,711,427,-0.09,1211,102,0,0,1602.32,"evening"
"618",1949,4,3,1,5,4,1,0,706,340,0,1230,102,0,0,1658.96,"evening"
"619",1953,4,3,5,1,6,1,0,706,372,0,1246,102,0,0,2722.81,"evening"
"620",1955,2,3,4,5,5,1,0,704,408,-0.25,1416,101,0,0,7634.49999999992,"evening"
"621",1962,6,3,3,5,3,2,0,710,31782,0,1136,102,0,0,3512.54999999998,"morning"
"622",1964,6,3,1,4,5,1,0,708,424,0,1120,102,0,0,1990.12,"morning"
"623",1965,2,1,5,1,2,3,1,708,323,0,2123,102,0,0,4142.68999999998,"evening"
"624",1975,3,2,6,4,5,1,0,710,369,-1.95,718,102,0,0,17548.2700000001,"morning"
"625",1976,2,1,5,1,2,5,3,710,441,0,2302,102,0,0,3546.80999999998,"evening"
"626",1979,4,3,9,5,2,3,1,708,31862,0,1212,102,0,0,1146.67,"evening"
"627",1980,5,1,5,1,4,2,0,662,438,-0.31,1909,95,0,0,4443.14999999998,"evening"
"628",1982,2,3,7,5,5,1,0,711,367,0,1104,102,0,0,4213.84999999999,"morning"
"629",1985,2,3,5,5,6,5,3,711,359,-0.49,1108,102,0,0,8605.35999999992,"morning"
"630",1989,6,3,2,1,4,1,0,707,343,-0.98,937,102,0,0,3052.86999999999,"morning"
"631",1990,3,1,8,1,2,5,3,702,321,-1.59,1652,101,0,0,4593.25999999998,"evening"
"632",1995,2,2,3,5,1,3,2,711,297,-0.69,1258,102,0,0,15332.4299999998,"evening"
"633",1997,2,3,5,5,5,1,0,711,367,0,2024,102,0,0,4295.67999999996,"evening"
"634",2002,3,3,4,1,4,1,0,687,346,-2.54,1653,99,0,0,2465.12,"evening"
"635",2004,4,3,5,5,6,1,0,711,31782,0,1921,102,0,0,10053.8699999999,"evening"
"636",2006,4,3,1,5,5,1,0,711,31582,-0.92,1736,102,0,0,4873.23999999997,"evening"
"637",2007,4,1,5,1,2,3,1,710,424,0,2125,102,0,0,8887.7499999999,"evening"
"638",2011,4,3,6,1,5,1,0,710,400,-0.02,2325,102,0,0,1367.34,"evening"
"639",2012,4,1,3,4,5,2,0,705,329,-2.5,746,101,0,0,8535.05999999997,"morning"
"640",2013,1,3,3,5,4,1,0,616,381,0,1537,89,0,0,1182.47,"evening"
"641",2017,4,1,6,1,3,2,0,711,321,-1.49,833,102,0,0,7106.61999999997,"morning"
"642",2018,4,3,5,5,6,1,0,708,402,0,2041,102,0,0,4038.14999999997,"evening"
"643",2020,3,1,7,5,2,5,3,705,396,0,1502,101,0,0,8458.20999999989,"evening"
"644",2023,4,3,4,1,2,3,1,710,404,-14.46,2115,102,0,0,1805.63,"evening"
"645",2024,2,2,8,1,3,2,0,709,411,0,1756,102,0,0,4956.98999999995,"evening"
"646",2030,3,2,6,1,4,1,0,710,404,0,1616,102,0,0,2628.09999999999,"evening"
"647",2040,2,3,3,1,5,1,0,699,408,0,950,101,0,0,2968.50999999999,"morning"
"648",2041,3,2,4,4,3,2,0,710,34280,-1.41,1154,102,0,0,6406.98999999994,"morning"
"649",2050,3,1,3,1,2,5,3,708,432,-1.56,1231,102,0,0,5193.21999999997,"evening"
"650",2053,4,1,2,1,3,2,0,700,321,-1,1025,101,0,0,3351.33999999999,"morning"
"651",2057,3,1,4,1,3,2,0,711,338,0,1920,102,0,0,3150.44999999999,"evening"
"652",2058,2,2,8,1,3,2,0,711,367,0,1919,102,0,0,5970.56999999993,"evening"
"653",2062,2,3,3,5,3,2,0,706,372,0,1225,102,0,0,5357.61999999995,"evening"
"654",2063,5,1,6,1,3,2,0,706,333,-0.25,1112,102,0,0,2591.42999999999,"morning"
"655",2064,1,3,5,5,4,1,0,711,304,0,1838,102,0,0,5424.84999999993,"evening"
"656",2068,5,1,5,1,4,2,0,696,324,-0.8,1551,100,0,0,2561.4,"evening"
"657",2069,3,3,2,5,4,1,0,694,313,0,1601,100,0,0,2068.17,"evening"
"658",2070,4,3,5,5,6,1,0,710,311,-0.51,2023,102,0,0,9210.41999999997,"evening"
"659",2076,2,1,7,1,2,3,1,705,429,-0.49,1100,101,0,0,8297.93999999992,"morning"
"660",2082,4,1,1,1,2,3,1,711,34280,-0.19,1242,102,0,0,5082.40999999997,"evening"
"661",2084,5,1,8,1,3,2,0,705,368,-0.49,1251,101,0,0,2937.95,"evening"
"662",2085,3,1,4,1,3,2,0,711,335,0,2047,102,0,0,12894.5699999999,"evening"
"663",2086,4,1,3,1,3,2,0,710,436,0,2155,102,0,0,6269.53999999993,"evening"
"664",2087,4,2,7,1,6,1,0,704,345,-1.32,1838,101,0,0,7832.73999999992,"evening"
"665",2088,2,3,4,5,4,1,0,711,304,-0.7,1521,102,0,0,4905.70999999998,"evening"
"666",2092,3,1,1,1,1,3,1,559,310,-1,2125,81,0,0,2290.54,"evening"
"667",2094,4,1,5,1,3,2,0,708,333,0,1947,102,0,0,3055.51999999999,"evening"
"668",2097,3,1,2,1,2,5,3,645,403,0,1917,93,0,0,8823.82999999994,"evening"
"669",2100,6,1,4,1,3,2,0,709,311,0,1947,102,0,0,3185.30999999999,"evening"
"670",2102,5,1,10,1,3,2,0,711,34011,0,1752,102,0,0,3619.75999999998,"evening"
"671",2107,3,1,6,1,2,5,3,697,317,0,1553,100,0,0,3409.05999999999,"evening"
"672",2110,3,1,8,1,3,2,0,704,375,0,1815,101,0,0,12470.0299999998,"evening"
"673",2111,4,3,6,1,3,2,0,687,439,0,1229,99,0,0,2590.37,"evening"
"674",2112,4,1,4,1,2,5,3,711,321,0,1034,102,0,0,5116.14999999997,"morning"
"675",2115,3,1,9,1,2,5,3,711,406,-0.01,1934,102,0,0,14774.8599999999,"evening"
"676",2116,3,1,6,1,2,5,3,708,320,0,1226,102,0,0,12228.0899999999,"evening"
"677",2119,2,3,5,1,5,1,0,704,341,-1.87,1337,101,0,0,2295.16,"evening"
"678",2121,5,2,4,1,3,2,0,710,343,-0.01,1348,102,0,0,5582.78999999995,"evening"
"679",2123,4,3,6,1,3,2,0,710,408,0,1536,102,0,0,4332.44999999997,"evening"
"680",2124,2,1,5,1,2,4,2,711,318,-0.01,2042,102,0,0,7859.40999999996,"evening"
"681",2129,2,3,4,5,1,2,1,707,355,0,1320,102,0,0,7164.98999999995,"evening"
"682",2130,2,2,5,1,4,1,0,705,429,0,948,101,0,0,6060.38999999994,"morning"
"683",2133,5,1,7,5,3,2,0,709,362,0,2033,102,0,0,6759.91999999992,"evening"
"684",2134,3,3,4,5,4,1,0,711,320,-2,746,102,0,0,9129.82999999988,"morning"
"685",2140,6,1,2,1,3,2,0,652,432,0,1711,94,0,0,1567.89,"evening"
"686",2147,2,1,6,1,2,3,1,710,33923,-1.56,1251,102,0,0,5706.00999999995,"evening"
"687",2148,5,1,4,1,2,4,2,711,311,0,1524,102,0,0,3263.91999999999,"evening"
"688",2154,4,1,4,1,3,2,0,709,438,-0.8,2147,102,0,0,2523.33999999999,"evening"
"689",2156,4,1,5,1,3,2,0,703,327,-3.02,1317,101,0,0,5874.45999999996,"evening"
"690",2158,2,2,5,3,4,1,0,709,334,0,2108,102,0,0,3194.17,"evening"
"691",2162,4,3,6,1,6,1,0,710,432,-3.1,2126,102,0,0,13923.4499999999,"evening"
"692",2168,3,3,5,5,4,1,0,711,306,0,1756,102,0,0,5666.65999999994,"evening"
"693",2172,2,1,7,1,3,2,0,705,439,0,1756,101,0,0,2408.11,"evening"
"694",2173,2,3,4,5,3,2,0,710,382,0,1215,102,0,0,2177.52,"evening"
"695",2179,4,1,4,1,2,3,1,711,365,0,2155,102,0,0,1452.29,"evening"
"696",2181,5,1,7,1,2,3,1,702,401,0,1550,101,0,0,3074.44999999999,"evening"
"697",2182,4,1,6,1,3,2,0,699,3262,0,1606,101,0,0,1530.52,"evening"
"698",2183,6,1,3,1,3,2,0,706,370,0,1250,102,0,0,4093.11999999998,"evening"
"699",2184,2,3,5,5,4,1,0,707,299,0,1731,102,0,0,5094.79999999996,"evening"
"700",2185,2,3,8,1,2,4,2,710,327,0,1022,102,0,0,8550.7299999999,"morning"
"701",2186,3,3,3,5,4,1,0,702,362,-0.62,1201,101,0,0,5469.52999999994,"afternoon"
"702",2188,6,2,4,1,3,2,0,709,391,-0.6,1635,102,0,0,3917.33999999999,"evening"
"703",2190,3,1,5,1,2,4,2,711,323,-1.63,1909,102,0,0,9520.84999999993,"evening"
"704",2193,2,1,5,1,3,2,0,703,292,0,1143,101,0,0,9155.00999999986,"morning"
"705",2194,5,2,3,1,5,1,0,711,381,0,1939,102,0,0,7169.77999999992,"evening"
"706",2198,3,2,3,5,4,1,0,711,391,0,945,102,0,0,7205.87999999992,"morning"
"707",2199,1,3,5,5,2,3,1,706,403,-0.85,1643,102,0,0,5639.16999999996,"evening"
"708",2200,4,3,1,5,5,1,0,706,334,-0.4,1937,102,0,0,8673.10999999994,"evening"
"709",2203,4,1,5,1,3,2,0,711,367,-0.7,1052,102,0,0,5239.08999999996,"morning"
"710",2208,3,3,5,5,1,3,2,698,441,-0.29,1651,100,0,0,9456.82999999989,"evening"
"711",2209,2,1,4,4,2,5,3,709,369,-0.9,726,102,0,0,6996.67999999993,"morning"
"712",2217,3,2,2,5,4,1,0,708,330,0,1950,102,0,0,4430.00999999997,"evening"
"713",2221,6,2,4,1,5,1,0,709,288,0,1424,102,0,0,2301.4,"evening"
"714",2224,1,2,12,1,5,1,0,711,315,-0.5,1646,102,0,0,3984.09999999997,"evening"
"715",2231,3,1,11,1,3,2,0,709,367,-1.23,1816,102,0,0,4400.25999999997,"evening"
"716",2233,2,2,9,1,5,1,0,709,369,0,1826,102,0,0,8440.76999999989,"evening"
"717",2234,6,1,1,1,3,2,0,710,316,0,1513,102,0,0,7971.56999999991,"evening"
"718",2235,4,3,10,1,2,3,1,705,34011,0,819,101,0,0,3824.86999999999,"morning"
"719",2237,4,3,5,1,4,1,0,705,429,0,1256,101,0,0,4941.51999999996,"evening"
"720",2243,4,1,5,1,3,2,0,707,320,0,1558,102,0,0,4019.70999999999,"evening"
"721",2250,3,3,6,5,6,1,0,709,338,0,1515,102,0,0,2333.16,"evening"
"722",2252,4,1,5,1,2,4,2,711,323,0,2209,102,0,0,9489.81999999994,"evening"
"723",2254,1,3,4,5,5,1,0,569,321,-0.49,1919,82,0,0,1270.35,"evening"
"724",2260,4,3,3,1,4,1,0,707,372,0,1901,102,0,0,7456.63999999992,"evening"
"725",2264,4,1,12,1,3,2,0,710,442,0,1356,102,0,0,16960.5899999999,"evening"
"726",2266,2,2,4,1,5,1,0,704,384,-1,1944,101,0,0,8754.1199999999,"evening"
"727",2269,5,1,4,1,3,2,0,707,356,0,1701,102,0,0,3273.94999999999,"evening"
"728",2272,6,1,3,1,3,2,0,699,346,0,1659,101,0,0,2244.17,"evening"
"729",2279,2,3,5,5,3,2,0,705,293,-1,1704,101,0,0,972.47,"evening"
"730",2280,3,3,2,1,2,3,1,708,438,-2,1307,102,-0.5,-0.5,12332.9099999999,"evening"
"731",2282,5,2,10,1,4,1,0,709,333,0,1726,102,0,0,1103.88,"evening"
"732",2284,4,1,12,1,3,2,0,710,317,-3.6,2103,102,0,0,17152.63,"evening"
"733",2292,4,1,4,4,2,5,3,710,429,0,1844,102,0,0,1336.14,"evening"
"734",2294,4,2,3,4,2,4,2,682,433,0,1431,98,0,0,8381.6599999999,"evening"
"735",2295,3,2,4,4,5,1,0,691,403,0,146,99,0,0,8003.98999999993,"morning"
"736",2296,3,3,8,1,3,2,0,711,368,0,1357,102,0,0,13404.8299999999,"evening"
"737",2298,6,1,5,3,4,2,0,711,421,-0.7,1915,102,0,0,2709.53,"evening"
"738",2300,4,3,5,1,3,2,0,706,411,0,1807,102,0,0,4615.34999999997,"evening"
"739",2302,3,1,4,1,1,3,1,683,410,0,905,98,0,0,1960.24,"morning"
"740",2305,4,2,5,1,4,1,0,704,450,0,2053,101,0,0,6320.63999999995,"evening"
"741",2307,4,1,6,1,2,3,1,709,346,0,1704,102,0,0,6009.23999999997,"evening"
"742",2312,4,1,12,1,3,2,0,709,442,0,1205,102,0,0,14682.8099999998,"evening"
"743",2314,4,1,8,1,3,2,0,695,450,0,1944,100,0,0,5078.04999999996,"evening"
"744",2317,3,1,5,1,2,5,3,705,372,0,2153,101,0,0,13967.3699999999,"evening"
"745",2318,1,3,1,5,4,1,0,622,297,0,1240,90,0,0,10685.7199999999,"evening"
"746",2322,4,3,10,1,5,1,0,711,31862,0,1714,102,0,0,23646.9200000007,"evening"
"747",2324,3,1,5,1,3,2,0,703,427,0,735,101,0,0,2671.77,"morning"
"748",2328,4,3,12,1,3,2,0,709,406,0,1448,102,0,0,14193.6099999999,"evening"
"749",2330,4,3,5,1,6,1,0,709,327,-2.22,1238,102,0,0,5683.35999999995,"evening"
"750",2331,3,1,4,1,2,5,3,697,341,-1.5,1727,100,0,0,5903.54999999998,"evening"
"751",2334,3,3,5,1,6,1,0,711,298,0,1929,102,0,0,11955.3799999999,"evening"
"752",2337,6,3,1,1,1,3,2,709,415,0,1229,102,0,0,11703.9699999999,"evening"
"753",2341,4,3,5,1,6,1,0,697,424,-0.65,1732,100,0,0,5698.37999999996,"evening"
"754",2342,5,3,7,1,6,1,0,711,363,0,1245,102,-0.33,0,5934.35999999997,"evening"
"755",2343,1,3,5,5,5,1,0,709,448,0,2159,102,0,0,4627.47999999997,"evening"
"756",2347,4,3,4,5,3,2,0,711,438,-0.62,2122,102,0,0,3232.54999999999,"evening"
"757",2351,4,1,6,1,3,2,0,708,406,-0.5,1751,102,0,0,16616.7799999999,"evening"
"758",2359,4,1,3,1,3,2,0,697,300,-0.08,1717,100,0,0,2806.26999999999,"evening"
"759",2360,2,2,5,1,6,1,0,708,323,-1.19,1757,102,0,0,9394.57999999994,"evening"
"760",2361,2,3,4,5,3,2,0,697,333,0,1227,100,0,0,4528.70999999996,"evening"
"761",2364,4,1,3,4,3,2,0,706,673,-0.7,1753,102,0,0,7414.09999999991,"evening"
"762",2367,4,3,1,5,3,2,0,708,422,0,824,102,0,0,4495.52999999998,"morning"
"763",2370,2,1,1,1,3,2,0,709,406,-0.24,1304,102,0,0,5307.51999999998,"evening"
"764",2374,4,3,9,1,3,2,0,683,450,0,1548,98,0,0,6249.34999999993,"evening"
"765",2376,4,3,4,5,4,1,0,708,341,0,1532,102,0,0,3925.48999999998,"evening"
"766",2378,2,1,5,5,2,5,3,710,401,0,2120,102,0,0,8311.07999999992,"evening"
"767",2380,4,3,5,1,6,1,0,708,31401,-2,1633,102,-0.25,-0.25,5018.77999999998,"evening"
"768",2390,2,1,5,5,4,2,0,624,298,-0.79,1840,90,0,0,1046.59,"evening"
"769",2393,3,3,6,1,5,1,0,708,447,0,1718,102,0,0,4048.28999999997,"evening"
"770",2397,6,2,8,5,3,2,0,704,375,-1.69,1231,101,0,0,1095.1,"evening"
"771",2400,3,1,3,1,2,3,1,711,289,0,843,102,0,0,14681.3199999999,"morning"
"772",2405,2,3,2,5,4,1,0,706,318,-0.01,1922,102,0,0,3425.69999999999,"evening"
"773",2406,2,1,8,1,2,3,1,695,402,0,1228,100,0,0,4860.80999999996,"evening"
"774",2407,4,1,7,1,3,2,0,709,309,-0.79,1940,102,0,0,6665.21999999999,"evening"
"775",2411,6,1,1,1,3,2,0,703,363,0,1922,101,0,0,2019.25,"evening"
"776",2420,4,3,2,5,2,3,1,666,319,-0.89,1131,96,0,0,4583.45999999998,"morning"
"777",2421,4,1,9,1,2,5,3,705,400,0,1545,101,0,0,8749.75999999992,"evening"
"778",2426,1,3,1,3,4,1,0,703,422,-2.2,1903,101,0,0,2437.06,"evening"
"779",2427,3,1,5,1,2,3,1,710,363,0,1959,102,0,0,8725.93999999993,"evening"
"780",2432,1,3,4,5,4,1,0,709,352,-2.41,1956,102,0,0,4948.10999999996,"evening"
"781",2435,4,3,5,1,1,5,3,703,34007,0,2042,101,0,0,3303.85,"evening"
"782",2437,3,1,8,1,2,5,3,699,32004,0,1700,101,0,0,4841.93999999996,"evening"
"783",2445,4,3,4,5,6,1,0,710,315,-2,651,102,0,0,6546.04999999995,"morning"
"784",2446,3,3,8,1,3,2,0,707,310,0,1652,102,0,0,6455.77999999996,"evening"
"785",2447,3,1,3,1,3,2,0,707,359,-1.3,1206,102,0,0,7520.93999999992,"evening"
"786",2448,4,1,5,1,3,2,0,705,362,-0.51,1831,101,0,0,9300.72999999988,"evening"
"787",2449,3,1,10,1,2,5,3,711,315,0,1345,102,0,0,10866.8699999999,"evening"
"788",2453,4,2,5,1,4,1,0,705,343,0,1611,101,0,0,4551.67999999996,"evening"
"789",2455,4,2,3,1,3,2,0,710,31862,0,1206,102,0,0,5339.02999999996,"evening"
"790",2465,6,1,2,1,4,2,0,686,297,-0.6,1142,99,0,0,2089.29,"morning"
"791",2467,3,1,6,1,2,3,1,709,436,-1.34,1834,102,0,0,12850.5599999999,"evening"
"792",2479,2,3,9,1,3,2,0,706,406,-1.49,1812,102,0,0,14279.7,"evening"
"793",2483,4,2,6,1,5,1,0,708,401,-2.2,1524,102,0,0,1770.91,"evening"
"794",2486,3,2,3,5,5,1,0,711,321,-0.29,1434,102,0,0,3265.52,"evening"
"795",2488,4,2,4,1,4,1,0,704,324,-1,1540,101,0,0,6327.50999999992,"evening"
"796",2489,3,1,5,1,3,2,0,702,362,0,1604,101,0,0,9403.4199999999,"evening"
"797",2494,3,3,5,1,3,2,0,702,34280,-0.89,1249,101,0,0,2120.93,"evening"
"798",2496,4,1,6,1,6,3,1,683,370,-0.01,1517,98,0,0,4339.65999999998,"evening"
"799",2497,4,3,4,5,5,1,0,700,31742,-2,1304,101,0,0,7111.97999999994,"evening"
"800",2498,2,3,5,1,3,2,0,710,309,-2,2320,102,0,0,2601.59999999999,"evening"
"801",2499,2,3,1,5,2,3,1,709,31782,-0.19,2022,102,0,0,3394.06999999999,"evening"
